id_student,final_result,highest_education,studied_credits,region,num_of_prev_attempts,avg_score,gender,date_unregistration,date_registration,churn
607300,1,2,120,3,0,75.0,0,32.0,10.0,1
607309,3,0,120,7,0,74.33333333333333,0,79.0,-38.0,1
607382,1,0,120,3,0,38.5,0,32.0,-38.0,1
607398,1,0,60,7,0,69.45454545454545,0,32.0,-37.0,1
607493,2,2,60,2,0,81.45454545454545,1,32.0,-22.0,0
607517,3,3,60,1,0,75.0,0,0.0,-36.0,1
607607,3,0,120,5,0,75.0,0,0.0,-36.0,1
607642,2,1,60,0,0,76.4,0,32.0,-19.0,0
607699,1,0,60,3,0,65.85714285714286,0,32.0,-35.0,1
607725,2,0,60,7,0,70.81818181818181,0,32.0,-24.0,0
607735,2,2,60,6,0,78.45454545454545,0,32.0,-29.0,0
607778,2,0,60,1,0,73.18181818181819,0,32.0,-37.0,0
607804,2,0,60,6,0,84.54545454545455,1,32.0,-28.0,0
607808,1,2,120,0,0,74.0,0,32.0,-31.0,1
607848,3,2,180,5,0,82.0,0,115.0,-28.0,1
607848,3,2,180,5,0,82.0,0,32.0,-8.0,1
607861,3,0,60,9,0,75.0,0,0.0,-37.0,1
607887,2,2,60,8,0,85.9090909090909,0,32.0,-36.0,0
607888,3,3,90,0,0,75.0,0,-28.0,-30.0,1
607889,2,0,60,10,0,87.54545454545455,0,32.0,-29.0,0
607892,0,0,60,4,0,82.0,0,32.0,-28.0,0
607909,0,0,120,6,0,88.45454545454545,0,32.0,-29.0,0
607914,2,0,60,5,0,76.27272727272727,0,32.0,-36.0,0
607937,2,0,60,2,0,87.45454545454545,0,32.0,-8.0,0
608000,2,2,60,12,0,83.63636363636364,1,32.0,-35.0,0
608026,3,2,120,11,0,75.0,0,-31.0,-36.0,1
608038,3,2,60,9,0,75.0,0,-8.0,-36.0,1
608041,2,0,60,0,0,88.1,0,32.0,-36.0,0
608047,2,2,60,6,0,77.9090909090909,1,32.0,-36.0,0
608060,3,0,120,3,0,75.0,0,-4.0,-30.0,1
608060,3,0,120,3,0,75.0,0,-7.0,-86.0,1
608197,1,0,120,6,0,75.0,1,32.0,-17.0,1
608264,2,0,120,9,0,72.27272727272727,0,32.0,-36.0,0
608419,2,0,60,10,0,87.45454545454545,0,32.0,-35.0,0
608497,3,2,60,7,0,79.66666666666667,0,115.0,-21.0,1
608564,1,0,60,3,0,67.33333333333333,0,32.0,-32.0,1
608578,2,2,60,9,0,81.45454545454545,0,32.0,-29.0,0
608623,2,0,60,1,0,71.72727272727273,1,32.0,-35.0,0
608647,2,0,60,8,0,65.36363636363636,0,32.0,-3.0,0
608719,3,2,120,7,0,60.0,0,38.0,-35.0,1
608738,1,2,120,11,0,61.8,0,32.0,-32.0,1
608766,2,0,120,2,0,84.54545454545455,0,32.0,-22.0,0
608939,1,2,120,12,0,68.0,0,32.0,-32.0,1
608942,3,0,120,3,0,74.0,0,128.0,-28.0,1
609010,2,0,60,10,0,80.6,0,32.0,-32.0,0
609046,2,2,60,8,0,85.18181818181819,1,32.0,-29.0,0
609047,1,0,60,3,0,75.5,0,32.0,-22.0,1
609107,3,2,120,3,0,75.0,0,-3.0,-30.0,1
609190,3,2,150,3,0,75.0,0,10.0,-1.0,1
609193,3,2,60,8,0,68.0,0,33.0,-32.0,1
609230,3,2,60,1,0,73.0,0,53.0,-29.0,1
609307,2,0,60,7,0,88.8,0,32.0,-31.0,0
609388,3,2,60,9,0,75.0,0,0.0,-32.0,1
609422,3,2,120,12,0,84.33333333333333,0,65.0,-32.0,1
609422,3,2,120,12,0,84.33333333333333,0,203.0,-30.0,1
609510,1,0,60,7,0,69.2,0,32.0,-25.0,1
609679,2,2,60,9,0,82.77777777777777,0,32.0,-25.0,0
609704,2,0,60,9,0,80.0,0,32.0,-25.0,0
609764,1,2,60,6,0,75.33333333333333,1,32.0,-24.0,1
609804,1,1,60,6,0,57.333333333333336,1,32.0,-29.0,1
609811,0,1,60,6,0,89.36363636363636,0,32.0,-29.0,0
609812,2,1,60,6,0,69.0909090909091,0,32.0,-29.0,0
609815,2,1,60,6,0,79.0909090909091,0,32.0,-29.0,0
609817,2,0,60,6,0,66.375,0,32.0,-29.0,0
609850,1,2,60,6,0,39.5,0,32.0,-28.0,1
609860,3,2,60,6,0,75.0,0,6.0,-29.0,1
609864,2,0,60,6,0,64.9,0,32.0,-29.0,0
609871,2,0,60,6,0,66.875,1,32.0,-29.0,0
609873,3,1,120,6,0,57.0,0,100.0,-29.0,1
609887,1,3,60,0,0,60.0,0,32.0,-31.0,1
610032,0,0,60,3,0,87.54545454545455,0,32.0,-21.0,0
610059,2,0,60,2,1,73.3,0,32.0,-22.0,0
610118,1,0,60,2,0,75.0,1,32.0,-31.0,1
610260,2,1,60,9,0,88.54545454545455,0,32.0,-28.0,0
610362,2,2,60,3,0,74.0909090909091,0,32.0,-30.0,0
610392,3,2,60,3,0,75.0,0,0.0,-30.0,1
610423,1,0,60,10,0,79.33333333333333,1,32.0,-29.0,1
610428,2,0,60,10,0,74.0,0,32.0,-30.0,0
610449,3,0,120,0,0,75.0,0,-9.0,-29.0,1
610553,2,0,60,0,0,67.0,0,32.0,-30.0,0
610700,1,2,120,9,0,70.66666666666667,0,32.0,-29.0,1
610725,2,0,60,10,0,65.77777777777777,1,32.0,-29.0,0
610731,1,2,60,10,0,82.0,0,32.0,-29.0,1
610740,1,2,60,10,0,75.0,0,32.0,-29.0,1
610744,1,2,60,10,0,75.0,0,32.0,-29.0,1
610745,2,0,60,0,0,79.27272727272727,0,32.0,-29.0,0
610748,3,3,60,10,0,75.0,0,95.0,-29.0,1
610750,0,1,60,0,0,86.63636363636364,0,32.0,-29.0,0
610751,1,0,60,10,0,75.0,0,32.0,-29.0,1
610763,2,1,60,10,0,91.36363636363636,1,32.0,-29.0,0
610770,3,3,60,10,0,75.0,0,-18.0,-29.0,1
610772,1,1,60,10,0,75.0,1,32.0,-29.0,1
610776,1,0,60,10,0,40.0,0,32.0,-29.0,1
610780,1,0,120,1,0,75.25,0,32.0,-28.0,1
610783,3,0,120,5,0,75.0,1,0.0,-28.0,1
610802,3,0,120,10,0,70.75,0,137.0,-29.0,1
610802,3,0,120,10,0,70.75,0,32.0,14.0,1
610804,1,0,60,10,0,81.5,0,32.0,-29.0,1
610906,2,0,60,11,0,85.18181818181819,0,32.0,-29.0,0
611004,1,0,60,10,0,69.33333333333333,0,32.0,-29.0,1
611012,2,0,60,8,0,74.81818181818181,0,32.0,-29.0,0
611017,2,0,60,8,0,74.54545454545455,0,32.0,-29.0,0
611023,2,2,60,10,0,80.36363636363636,0,32.0,-29.0,0
611046,3,2,120,5,0,75.0,0,0.0,-29.0,1
611048,1,0,60,10,0,60.0,1,32.0,-29.0,1
611051,1,1,60,10,0,36.0,1,32.0,-29.0,1
611060,2,1,60,10,0,87.0,0,32.0,-29.0,0
611096,1,3,60,10,0,75.0,1,32.0,-29.0,1
611182,1,2,60,5,0,77.5,0,32.0,-27.0,1
611228,2,0,60,11,0,80.4,0,32.0,-28.0,0
611268,1,0,120,5,0,84.73333333333333,0,32.0,-28.0,1
611268,1,0,120,5,0,84.73333333333333,0,32.0,-23.0,1
611315,0,0,60,1,0,90.3,0,32.0,-28.0,0
611345,3,2,60,10,0,75.0,0,159.0,-28.0,1
611383,0,0,120,1,0,85.0,0,32.0,-16.0,0
611531,2,2,60,6,0,84.81818181818181,1,32.0,-21.0,0
611688,2,2,60,2,0,83.3,0,32.0,-22.0,0
611690,2,0,60,2,0,78.9,0,32.0,-4.0,0
612050,3,0,75,6,0,75.0,0,20.0,-5.0,1
612210,2,0,60,6,0,73.6,0,32.0,-24.0,0
612217,2,2,180,12,0,75.44444444444444,0,32.0,-15.0,0
612252,2,0,60,7,0,84.54545454545455,1,32.0,-24.0,0
612255,2,2,60,7,0,89.63636363636364,1,32.0,-24.0,0
612355,2,0,60,7,0,93.6,0,32.0,-24.0,0
612361,2,0,60,7,0,79.27272727272727,0,32.0,-24.0,0
612484,2,0,60,2,0,77.88888888888889,0,32.0,-4.0,0
612488,0,0,60,2,0,92.5,0,32.0,-8.0,0
612517,2,0,60,2,0,65.6,0,32.0,-16.0,0
612656,0,1,120,7,0,89.9090909090909,0,32.0,-22.0,0
612658,0,1,120,7,0,78.81818181818181,0,32.0,-22.0,0
612661,0,1,120,7,0,90.54545454545455,0,32.0,-22.0,0
612684,2,2,120,12,0,75.0,0,32.0,-22.0,0
612757,2,1,120,4,0,91.4,1,32.0,-22.0,0
612891,2,2,60,2,0,73.9090909090909,0,32.0,-2.0,0
613051,1,2,60,2,0,75.0,0,32.0,-8.0,1
613158,2,2,60,2,0,82.81818181818181,0,32.0,-1.0,0
613159,3,0,60,2,0,75.0,0,6.0,-2.0,1
613160,0,0,60,2,0,87.66666666666667,0,32.0,-2.0,0
613162,3,0,120,2,0,76.16666666666667,1,66.0,2.0,1
613162,3,0,120,2,0,76.16666666666667,1,32.0,-60.0,1
613164,0,0,60,2,0,80.36363636363636,0,32.0,-8.0,0
613171,2,2,60,6,0,80.0,0,32.0,-21.0,0
613173,2,0,60,6,0,77.63636363636364,0,32.0,-21.0,0
613175,1,0,60,2,0,79.57142857142857,0,32.0,-7.0,1
613176,3,0,60,2,0,75.0,0,19.0,-7.0,1
613177,2,0,60,2,0,82.54545454545455,0,32.0,-7.0,0
613191,3,2,60,2,0,69.0,0,170.0,-7.0,1
613196,2,2,60,2,0,81.72727272727273,0,32.0,-7.0,0
613199,3,0,120,2,0,75.92307692307692,0,96.0,5.0,1
613199,3,0,120,2,0,75.92307692307692,0,32.0,-29.0,1
613200,2,2,60,2,0,68.9090909090909,0,32.0,2.0,0
613203,0,1,60,2,0,90.81818181818181,0,32.0,-7.0,0
613208,2,0,60,2,0,71.81818181818181,0,32.0,-7.0,0
613273,3,2,60,2,0,75.0,1,19.0,-7.0,1
613293,2,2,60,2,0,80.36363636363636,0,32.0,-7.0,0
613298,3,1,60,2,0,62.0,1,122.0,2.0,1
613416,2,0,60,0,0,78.44444444444444,1,32.0,-20.0,0
613418,2,0,60,0,0,87.0,0,32.0,-20.0,0
613735,0,1,120,7,0,92.2,0,32.0,-18.0,0
613738,2,1,120,7,0,86.3,0,32.0,-18.0,0
614013,2,0,60,10,0,81.75,0,32.0,-17.0,0
614064,2,0,60,10,0,82.2,0,32.0,-16.0,0
614068,3,2,60,10,0,73.33333333333333,0,166.0,-16.0,1
614072,2,0,60,10,0,79.63636363636364,0,32.0,-16.0,0
614148,1,1,60,5,0,67.66666666666667,0,32.0,2.0,1
614495,0,4,180,0,0,92.81818181818181,0,32.0,4.0,0
614546,0,0,120,12,0,94.63636363636364,0,32.0,-15.0,0
614556,2,0,120,12,0,88.45454545454545,0,32.0,-15.0,0
615127,0,1,120,1,0,94.0909090909091,0,32.0,-12.0,0
615148,3,1,120,11,0,77.4,0,156.0,-12.0,1
616342,2,0,120,10,0,74.3,1,32.0,-11.0,0
616502,1,0,60,12,0,75.0,1,32.0,-10.0,1
616735,2,0,120,1,0,86.45454545454545,0,32.0,-9.0,0
617116,2,1,60,10,0,80.0,0,32.0,-5.0,0
617472,2,0,120,1,0,76.9090909090909,0,32.0,-5.0,0
619082,2,1,60,2,0,67.5,0,32.0,5.0,0
619941,2,1,60,0,0,79.54545454545455,0,32.0,5.0,0
1018682,1,1,120,9,0,75.0,0,32.0,-109.0,1
1105438,2,0,60,1,0,85.375,0,32.0,-174.0,0
1170618,0,1,120,7,0,92.6,0,32.0,32.0,0
1340766,0,0,60,8,0,84.54545454545455,0,32.0,-43.0,0
1399285,2,2,60,10,0,80.9090909090909,0,32.0,-36.0,0
1405594,2,2,120,5,0,84.54545454545455,0,32.0,-38.0,0
1411627,2,2,180,11,1,71.3,0,32.0,-100.0,0
1413989,3,1,75,6,3,79.0,0,82.0,-53.0,1
1413989,3,1,75,6,3,79.0,0,76.0,-114.0,1
1421720,2,1,120,5,2,83.54545454545455,1,32.0,-178.0,0
1440341,2,2,60,10,0,85.36363636363636,1,32.0,-63.0,0
1467014,2,2,60,10,0,90.27272727272727,1,32.0,-16.0,0
1503056,2,2,120,9,0,77.0,0,32.0,-31.0,0
1521687,1,1,120,8,0,77.66666666666667,0,32.0,-31.0,1
1536774,2,2,60,11,1,78.0909090909091,0,32.0,-74.0,0
1541133,1,0,150,6,0,94.0,0,32.0,-80.0,1
1588208,3,2,120,5,0,79.0,0,26.0,-52.0,1
1588208,3,2,120,5,0,79.0,0,51.0,-96.0,1
1594621,2,2,60,8,0,76.44444444444444,0,32.0,-29.0,0
1624707,0,0,60,8,0,87.63636363636364,0,32.0,-22.0,0
1627017,2,1,120,4,0,77.2,0,32.0,-22.0,0
1695710,2,0,120,0,0,84.9090909090909,0,32.0,-101.0,0
1726951,0,0,60,10,0,85.72727272727273,0,32.0,-65.0,0
1731564,2,2,60,2,0,80.33333333333333,0,32.0,2.0,0
1759851,3,2,120,1,0,66.08333333333333,0,40.0,-38.0,1
1759851,3,2,120,1,0,66.08333333333333,0,32.0,-75.0,1
1771053,3,2,60,11,1,60.0,0,48.0,-50.0,1
1771053,3,2,60,11,1,60.0,0,41.0,-135.0,1
1778145,2,2,60,7,0,83.5,0,32.0,-52.0,0
1781804,1,2,60,3,0,51.5,0,32.0,-156.0,1
1797168,2,2,60,9,0,75.6,0,32.0,-144.0,0
1866742,3,2,120,9,0,88.72727272727273,0,86.0,-65.0,1
1866742,3,2,120,9,0,88.72727272727273,0,32.0,-12.0,1
1886295,0,0,60,8,1,92.63636363636364,0,32.0,-95.0,0
1889565,0,0,60,7,0,86.9090909090909,0,32.0,-29.0,0
1903677,2,2,60,11,1,78.81818181818181,0,32.0,-129.0,0
1910175,2,0,60,6,0,83.45454545454545,0,32.0,-66.0,0
1934047,3,2,90,3,0,75.0,0,-17.0,-128.0,1
1935487,3,2,60,11,0,84.5,0,119.0,-10.0,1
1939695,0,2,60,6,2,84.72727272727273,0,32.0,-52.0,0
1941248,0,0,60,0,0,91.36363636363636,0,32.0,-141.0,0
1946308,2,2,60,0,0,81.72727272727273,0,32.0,-57.0,0
1963287,1,3,60,11,0,59.5,0,32.0,-53.0,1
1988213,3,0,90,12,0,75.0,0,0.0,-24.0,1
1990650,1,2,120,6,3,77.0,0,32.0,-84.0,1
1993672,3,2,60,11,4,48.8,0,167.0,-21.0,1
1993672,3,2,60,11,4,48.8,0,185.0,-51.0,1
1993672,3,2,60,11,4,48.8,0,32.0,-135.0,1
1998790,1,0,60,10,0,78.875,1,32.0,-51.0,1
2001687,2,0,60,8,0,77.7,0,32.0,-29.0,0
2002046,2,0,120,9,0,82.4,0,32.0,-15.0,0
2006283,2,2,60,6,0,85.0909090909091,0,32.0,-22.0,0
2009558,3,0,60,10,0,75.0,0,-4.0,-193.0,1
2022801,3,0,120,8,0,85.72727272727273,1,3.0,-30.0,1
2022801,3,0,120,8,0,85.72727272727273,1,32.0,-114.0,1
2023561,3,2,60,3,5,90.0,1,224.0,-44.0,1
2029037,2,2,60,11,0,75.63636363636364,0,32.0,-171.0,0
2034300,2,2,60,3,1,78.18181818181819,0,32.0,-91.0,0
2044036,1,2,60,9,2,69.0,0,32.0,-108.0,1
2056947,1,2,60,5,0,72.0,0,32.0,-30.0,1
2061889,2,2,60,1,1,76.81818181818181,0,32.0,-45.0,0
2062995,2,1,60,6,0,74.0,0,32.0,-78.0,0
2072166,3,2,60,8,0,70.4,0,208.0,-63.0,1
2075158,3,0,60,8,0,75.0,1,-20.0,-109.0,1
2075264,3,1,75,6,1,75.0,0,-22.0,-100.0,1
2078479,0,1,60,6,0,90.81818181818181,0,32.0,-66.0,0
2078768,2,2,60,10,0,83.2,0,32.0,-30.0,0
2082318,3,0,120,7,1,79.1,0,-72.0,-171.0,1
2082318,3,0,120,7,1,79.1,0,32.0,-96.0,1
2083576,2,2,60,6,0,83.45454545454545,1,32.0,-32.0,0
2095379,2,2,60,9,0,86.0909090909091,1,32.0,-28.0,0
2111015,2,2,60,2,0,68.45454545454545,0,32.0,-22.0,0
2111666,3,2,60,5,0,86.0,0,128.0,-9.0,1
2115711,2,2,120,10,0,85.6,1,32.0,-58.0,0
2128304,2,0,120,7,2,87.4,0,32.0,-67.0,0
2132966,2,2,60,2,0,84.0,0,32.0,-28.0,0
2140444,1,0,120,10,1,85.4,0,32.0,-53.0,1
2147687,1,2,60,9,0,80.66666666666667,0,32.0,-148.0,1
2147929,2,0,120,11,0,76.2,0,32.0,-106.0,0
2153026,3,1,60,12,0,82.75,0,102.0,-108.0,1
2160453,2,2,60,8,0,92.4,0,32.0,-195.0,0
2164944,1,2,60,8,0,70.72727272727273,0,32.0,-71.0,1
2174835,2,0,60,12,0,85.72727272727273,0,32.0,-63.0,0
2187146,0,0,120,9,0,91.9090909090909,0,32.0,-45.0,0
2192113,3,1,60,6,0,1.0,1,153.0,-31.0,1
2192113,3,1,60,6,0,1.0,1,53.0,-38.0,1
2196054,2,0,60,6,0,84.7,0,32.0,-53.0,0
2210666,1,3,60,3,0,61.666666666666664,0,32.0,-114.0,1
2210681,3,0,60,1,1,75.0,0,0.0,-38.0,1
2211448,1,2,120,3,1,75.0,0,32.0,-52.0,1
2211630,3,0,60,0,0,78.0,0,65.0,-49.0,1
2214631,2,1,90,6,0,74.4,1,32.0,-4.0,0
2225190,1,2,60,8,0,75.0,1,32.0,-65.0,1
2226301,2,2,60,12,1,77.0,0,32.0,-43.0,0
2227004,3,0,120,3,1,64.0,0,109.0,-88.0,1
2229783,1,1,60,3,0,78.6,0,32.0,-35.0,1
2229783,1,1,60,3,0,78.6,0,32.0,-48.0,1
2239140,1,0,60,8,2,82.5,0,32.0,-167.0,1
2242290,1,1,60,5,1,74.66666666666667,0,32.0,-94.0,1
2262671,1,2,60,1,0,68.5,0,32.0,-74.0,1
2266650,1,3,60,3,0,76.66666666666667,0,32.0,-28.0,1
2271644,2,0,180,8,0,62.166666666666664,1,32.0,-10.0,0
2271743,3,0,180,10,1,80.5,0,5.0,-31.0,1
2271743,3,0,180,10,1,80.5,0,32.0,5.0,1
2272630,3,0,60,12,0,75.0,0,3.0,-84.0,1
2273256,3,2,180,8,0,86.33333333333333,0,93.0,-52.0,1
2276893,3,0,60,8,5,75.0,0,0.0,-49.0,1
2280314,2,0,60,8,0,92.44444444444444,0,32.0,-67.0,0
2282129,1,2,60,9,1,74.75,0,32.0,-31.0,1
2284583,2,0,180,3,0,63.63636363636363,0,32.0,-22.0,0
2291034,3,1,120,12,0,75.0,0,-24.0,-109.0,1
2294490,1,1,180,6,1,91.0,0,32.0,-102.0,1
2296908,3,2,60,8,0,75.0,0,0.0,-43.0,1
2299338,0,0,120,7,0,91.63636363636364,0,32.0,-18.0,0
2313615,3,2,60,7,0,75.0,0,-67.0,-94.0,1
2318763,1,0,120,5,0,80.0,0,32.0,-149.0,1
2320306,2,2,60,7,0,95.0,0,32.0,-190.0,0
2334319,2,2,60,6,0,82.63636363636364,1,32.0,-28.0,0
2338586,0,2,120,12,0,83.0,0,32.0,-22.0,0
2346025,1,2,60,6,2,39.0,0,32.0,-71.0,1
2349825,3,0,220,0,0,79.0,0,150.0,-161.0,1
2356809,0,0,60,2,0,85.81818181818181,0,32.0,5.0,0
2363875,2,1,60,6,0,83.71428571428571,0,32.0,-53.0,0
2382253,1,0,60,11,1,80.85714285714286,0,32.0,-143.0,1
2383103,3,2,60,11,3,75.0,0,0.0,-53.0,1
2390117,0,0,60,7,0,90.72727272727273,1,32.0,-83.0,0
2392824,2,2,60,7,1,84.63636363636364,0,32.0,-60.0,0
2396786,1,0,60,2,0,82.5,0,32.0,-4.0,1
2400851,2,2,60,12,0,66.9090909090909,0,32.0,-31.0,0
2411595,2,2,60,0,0,76.0,0,32.0,-24.0,0
2415414,0,1,120,6,0,89.54545454545455,0,32.0,-14.0,0
2416774,2,0,120,0,0,75.72727272727273,0,32.0,-60.0,0
2420909,2,0,60,11,0,79.0,0,32.0,-2.0,0
2421929,1,2,195,12,1,83.0,0,32.0,1.0,1
2425156,2,1,180,0,0,65.33333333333333,0,32.0,-36.0,0
2444641,1,2,60,0,0,75.0,0,32.0,-45.0,1
2451269,2,2,180,6,0,85.45454545454545,0,32.0,-25.0,0
2452289,2,2,60,7,0,87.4,0,32.0,-102.0,0
2453657,1,2,60,11,0,61.4,0,32.0,-83.0,1
2455066,2,1,60,12,0,85.0,0,32.0,-16.0,0
2455578,2,0,120,8,0,83.18181818181819,0,32.0,-4.0,0
2459051,1,2,60,5,1,0.0,0,32.0,-60.0,1
2460002,1,1,60,8,0,83.0,0,32.0,-30.0,1
2463213,2,2,90,0,0,92.0909090909091,0,32.0,-148.0,0
2463950,2,0,120,3,1,82.81818181818181,0,32.0,-144.0,0
2464683,2,0,90,1,0,68.9375,0,32.0,-67.0,0
2464683,2,0,90,1,0,68.9375,0,181.0,-162.0,0
2465209,3,2,120,0,0,84.0,0,37.0,-46.0,1
2468280,2,0,60,10,0,84.54545454545455,0,32.0,-170.0,0
2468706,0,1,75,6,0,90.18181818181819,0,32.0,-32.0,0
2473780,0,1,60,6,0,92.45454545454545,0,32.0,-100.0,0
2476144,3,2,120,11,0,65.0,0,-1.0,-30.0,1
2476144,3,2,120,11,0,65.0,0,32.0,-75.0,1
2481657,3,2,60,8,0,75.0,0,-12.0,-153.0,1
2487785,3,2,120,2,0,89.88888888888889,0,-124.0,-141.0,1
2487785,3,2,120,2,0,89.88888888888889,0,32.0,-68.0,1
2488714,3,2,60,11,0,75.0,1,-120.0,-155.0,1
2496235,3,1,180,10,0,75.0,1,-23.0,-38.0,1
2509297,3,1,240,3,0,75.0,0,51.0,-113.0,1
2509297,3,1,240,3,0,75.0,0,-11.0,-52.0,1
2510414,1,2,60,3,0,57.36363636363637,1,32.0,-129.0,1
2512392,2,2,60,10,1,88.23529411764706,0,177.0,-24.0,0
2512392,2,2,60,10,1,88.23529411764706,0,32.0,-67.0,0
2513083,3,2,90,11,1,75.0,0,12.0,-100.0,1
2514379,1,2,60,0,0,70.18181818181819,0,32.0,-60.0,1
2518589,3,2,120,3,0,75.0,1,0.0,-81.0,1
2522312,3,2,60,8,0,75.0,1,-26.0,-88.0,1
2528352,1,2,60,11,2,63.8,0,-50.0,-81.0,1
2528352,1,2,60,11,2,63.8,0,32.0,-128.0,1
2529306,1,3,60,3,1,72.3,0,32.0,-36.0,1
2532647,1,2,60,6,0,72.36363636363636,0,32.0,-25.0,1
2539817,3,2,60,5,1,75.0,1,160.0,-28.0,1
2539858,0,0,180,9,0,90.54545454545455,1,32.0,-31.0,0
2540724,0,1,180,8,1,90.45454545454545,1,32.0,-65.0,0
2544448,1,2,60,10,0,61.6,0,32.0,-30.0,1
2545488,3,2,60,5,1,55.0,0,41.0,-91.0,1
2550290,1,0,120,10,0,69.4,0,32.0,-58.0,1
2553890,2,2,60,1,0,71.4,0,32.0,-53.0,0
2557885,3,1,60,11,0,80.0,0,76.0,-137.0,1
2564744,2,2,60,9,0,61.2,0,32.0,-32.0,0
2567158,2,0,180,11,0,68.9090909090909,0,32.0,-120.0,0
2573353,1,2,60,12,0,61.4,0,32.0,-74.0,1
2573570,3,0,60,5,0,75.0,0,0.0,-172.0,1
2575994,1,0,60,11,0,67.9090909090909,0,32.0,-116.0,1
2578802,2,2,120,12,0,86.22222222222223,0,32.0,-18.0,0
2579673,1,2,60,9,2,58.142857142857146,0,32.0,-11.0,1
2579817,3,1,60,3,1,75.0,0,-9.0,-15.0,1
2583791,1,2,60,3,0,57.0,0,32.0,-121.0,1
2584834,2,2,60,0,1,84.0,0,32.0,-60.0,0
2585937,2,0,165,6,1,83.0,0,32.0,-80.0,0
2587329,2,0,120,12,0,84.9090909090909,0,32.0,-22.0,0
2587950,3,1,240,4,4,75.0,0,-46.0,-57.0,1
2588742,2,2,60,1,2,73.45454545454545,0,32.0,-71.0,0
2591421,2,0,90,3,1,66.52941176470588,0,164.0,-18.0,0
2591421,2,0,90,3,1,66.52941176470588,0,32.0,-30.0,0
2607641,2,0,60,2,0,83.72727272727273,1,32.0,-3.0,0
2617839,2,0,60,10,0,85.54545454545455,0,32.0,-29.0,0
2619107,0,0,60,6,0,90.63636363636364,0,32.0,-84.0,0
2620279,3,2,60,6,0,93.2,0,131.0,-30.0,1
2620432,3,0,120,7,0,75.0,0,-1.0,-22.0,1
2625315,1,0,60,12,0,79.33333333333333,0,32.0,-59.0,1
2625752,3,2,180,0,0,75.0,0,-46.0,-51.0,1
2625752,3,2,180,0,0,75.0,0,32.0,-148.0,1
2631545,1,0,150,0,0,75.0,0,32.0,-134.0,1
2632668,3,2,120,1,0,75.0,0,0.0,-137.0,1
2638377,2,0,60,8,0,89.81818181818181,1,32.0,-56.0,0
2638818,0,0,120,8,0,83.81818181818181,0,32.0,-44.0,0
2642717,2,2,120,7,0,84.36363636363636,1,32.0,-42.0,0
2648206,3,0,120,9,0,75.0,0,-36.0,-81.0,1
2650236,1,2,60,7,1,60.0,0,32.0,-80.0,1
2656860,3,2,120,0,3,59.5,0,93.0,-28.0,1
2657960,1,2,60,5,0,75.0,0,32.0,-135.0,1
2662716,1,2,60,0,0,46.333333333333336,0,32.0,-99.0,1
2664036,1,0,120,3,0,46.0,0,32.0,-25.0,1
2680344,2,1,60,6,0,86.0,0,32.0,-25.0,0
2680885,0,2,60,8,0,88.5,0,32.0,-141.0,0
2690077,3,0,75,12,2,75.0,1,-143.0,-170.0,1
2691100,2,2,120,12,0,62.90909090909091,0,32.0,-141.0,0
2691566,1,2,60,4,0,68.0,0,32.0,-109.0,1
2693772,3,2,60,3,0,75.0,0,11.0,-49.0,1
25629,3,2,120,6,1,75.0,0,-30.0,-31.0,1
25629,3,2,120,6,1,75.0,0,108.0,-156.0,1
25997,3,0,60,3,2,86.5,0,83.0,-139.0,1
27891,1,2,120,6,4,69.16666666666667,1,153.0,-58.0,1
27891,1,2,120,6,4,69.16666666666667,1,32.0,-191.0,1
38941,1,0,60,1,0,77.0,0,32.0,-24.0,1
50069,1,0,90,6,0,84.83333333333333,0,32.0,-134.0,1
52426,1,2,60,6,1,73.0,0,32.0,-32.0,1
55968,1,2,120,10,0,67.33333333333333,0,32.0,-29.0,1
59725,0,1,120,10,0,82.63636363636364,0,32.0,-29.0,0
60416,2,2,60,0,1,83.18181818181819,0,32.0,-64.0,0
60830,2,1,120,8,0,82.1,0,32.0,-32.0,0
63721,0,2,60,7,0,84.0,0,32.0,-73.0,0
64275,2,2,60,11,2,75.1,0,32.0,-26.0,0
72400,0,0,120,0,0,84.81818181818181,0,32.0,-221.0,0
75118,3,2,150,5,0,75.0,0,-56.0,-117.0,1
76196,3,2,120,5,1,75.0,0,-50.0,-131.0,1
78255,1,2,120,4,2,78.75,0,46.0,-162.0,1
78255,1,2,120,4,2,78.75,0,32.0,-41.0,1
80001,1,2,60,9,0,75.0,0,32.0,-142.0,1
88340,3,2,60,10,0,76.0,0,108.0,-129.0,1
89092,2,2,60,10,2,62.54545454545455,0,32.0,-30.0,0
89778,0,0,120,7,1,92.27272727272727,1,32.0,-121.0,0
90361,2,1,60,10,0,76.7,0,32.0,-36.0,0
92274,3,2,120,0,2,66.4,0,132.0,-96.0,1
92274,3,2,120,0,2,66.4,0,-14.0,-92.0,1
92341,1,2,60,5,2,81.0,0,32.0,-24.0,1
93925,3,2,60,0,0,75.0,0,-16.0,-100.0,1
97006,2,0,60,0,1,89.77777777777777,0,32.0,-102.0,0
97865,3,2,60,12,3,77.0,0,163.0,-123.0,1
99799,2,0,120,1,1,75.9,0,32.0,-41.0,0
103535,2,0,120,9,0,85.72727272727273,0,32.0,-165.0,0
104238,3,2,120,1,0,75.0,0,-61.0,-131.0,1
107713,3,2,150,0,2,99.33333333333333,0,173.0,-19.0,1
