id_student,highest_education,studied_credits,region,num_of_prev_attempts,avg_score,gender,churn
517231,0,60,6,0,89.1,0,0
517352,2,60,0,0,89.81818181818181,0,0
517922,2,60,11,0,75.0,0,1
518029,2,60,7,1,75.0,0,1
518258,2,60,7,0,75.45454545454545,0,0
518496,2,60,0,0,90.0,0,0
519294,2,60,0,0,77.3,0,0
519584,2,60,8,0,77.9090909090909,0,0
519622,0,180,1,1,87.875,0,1
519751,3,60,12,0,75.0,0,1
519945,2,60,3,0,75.0,0,1
520002,2,120,0,0,89.0909090909091,0,0
520006,0,60,1,0,92.27272727272728,0,0
520024,0,60,12,0,59.30769230769231,0,1
520024,0,60,12,0,59.30769230769231,0,1
520100,2,60,7,0,67.0,0,1
520153,2,240,11,0,75.0,0,1
520153,2,240,11,0,75.0,0,1
520286,2,60,10,0,86.18181818181819,0,0
520325,2,60,8,0,76.9090909090909,0,1
521209,2,120,4,0,75.0,1,1
521341,1,120,8,0,82.0,0,0
521456,0,60,5,0,75.0,0,1
521509,2,120,9,0,70.83333333333333,0,0
521666,0,120,12,1,75.0,0,1
522426,1,60,6,0,80.0,0,0
522434,2,60,6,0,76.0909090909091,1,0
522441,0,60,6,0,85.36363636363636,1,0
522446,0,60,6,0,79.0909090909091,0,0
522529,0,60,6,0,84.54545454545455,0,0
522622,2,120,10,1,60.5,0,0
522714,0,60,10,0,90.1818181818182,0,0
522792,2,60,12,0,83.55555555555556,0,0
522891,2,60,6,0,86.54545454545455,0,0
522894,1,120,6,0,89.45454545454545,0,0
522899,1,120,6,0,88.72727272727273,0,1
523331,2,60,3,0,75.0,0,1
523398,0,60,8,1,75.0,0,1
523466,0,180,10,0,79.54545454545455,0,0
523545,1,60,6,0,82.27272727272727,0,0
523655,2,60,10,0,70.75,0,0
523757,2,60,5,1,38.5,0,1
523875,0,60,6,0,86.81818181818181,0,0
523885,0,60,6,0,75.0,0,1
524496,0,60,11,1,75.0,0,1
524496,0,60,11,1,75.0,0,1
524790,0,60,7,0,95.0,0,0
525877,2,60,6,2,54.333333333333336,0,1
525885,1,60,7,1,83.66666666666667,0,1
525974,2,60,0,0,89.72727272727273,0,0
526088,2,60,0,0,74.28571428571429,0,1
526177,2,75,6,0,87.22222222222223,0,0
526506,0,60,12,2,80.66666666666667,0,1
526506,0,60,12,2,80.66666666666667,0,1
527393,2,60,6,0,72.0,0,0
527580,2,60,11,0,84.81818181818181,0,0
527636,0,120,10,1,73.14285714285714,0,1
527689,2,60,6,0,75.0,0,1
527799,0,60,3,1,46.90909090909091,1,1
528056,0,60,9,1,75.0,0,1
528204,2,60,5,0,75.0,0,1
528464,0,60,7,2,65.81818181818181,0,0
528642,2,390,10,0,75.0,0,1
528642,2,390,10,0,75.0,0,1
529000,2,60,0,0,75.0,0,1
529163,2,60,8,1,75.0,0,1
529597,2,120,1,0,38.5,0,1
529795,1,60,6,0,72.66666666666667,0,1
530112,2,60,6,1,80.0909090909091,0,1
530487,1,60,3,0,90.0,0,0
530514,2,60,1,0,82.77777777777777,0,0
530841,0,60,4,0,81.54545454545455,0,0
531287,0,60,12,0,75.0,0,1
531384,2,60,6,0,68.0,0,0
531643,0,60,5,0,92.1,0,0
532114,0,60,12,0,60.2,0,1
532335,2,60,8,0,83.27272727272727,0,0
532477,0,60,6,0,84.2,0,0
532750,0,60,3,0,85.45454545454545,0,0
532839,1,60,4,1,73.5,0,1
532839,1,60,4,1,73.5,0,1
532868,2,60,0,0,83.0,0,1
532869,2,60,12,0,87.81818181818181,0,0
533164,2,60,10,1,76.0,0,1
533301,0,60,0,0,84.63636363636364,0,0
533414,2,120,0,1,75.0,0,1
533449,2,60,12,0,75.0,1,1
534133,2,60,12,0,72.0909090909091,0,0
534323,0,60,4,0,75.1,0,0
534816,2,60,11,1,74.81818181818181,0,1
534946,0,60,12,0,70.18181818181819,0,0
534998,2,60,4,1,73.18181818181819,0,0
535168,0,120,5,0,75.0,0,1
535269,0,60,3,1,73.0,0,1
535269,0,60,3,1,73.0,0,1
535833,2,60,9,0,77.36363636363636,0,0
536318,0,120,0,0,79.27272727272727,0,0
536409,0,120,1,0,75.0,0,1
536487,2,60,6,1,75.0,0,1
536632,1,60,2,0,79.0,0,0
536649,2,60,2,0,86.36363636363636,0,1
536664,2,60,2,0,75.0,0,1
536666,2,60,3,0,73.9,0,0
536852,2,60,0,0,66.1,0,1
538210,2,60,11,0,84.0,0,0
539299,2,60,1,1,75.0,0,1
539414,0,60,7,0,75.0,0,1
539426,3,60,3,1,75.0,0,1
539426,3,60,3,1,75.0,0,1
539670,0,120,0,0,44.5,1,1
540005,0,60,11,1,89.33333333333333,0,0
540249,0,120,0,0,54.44444444444444,1,1
540293,2,60,10,0,79.54545454545455,0,0
540521,0,75,0,0,75.0,0,0
541171,0,120,10,0,62.666666666666664,0,1
541171,0,120,10,0,62.666666666666664,0,1
541274,2,60,12,1,91.36363636363636,1,0
541702,0,120,0,0,79.0909090909091,0,0
541842,2,60,7,0,75.0,0,1
542296,2,60,10,1,66.63636363636364,0,0
542472,2,90,5,0,75.0,0,1
542562,0,270,7,1,64.7,0,1
542562,0,270,7,1,64.7,0,1
542562,0,270,7,1,64.7,0,1
542562,0,270,7,1,64.7,0,1
542574,2,60,1,0,93.8181818181818,0,0
542707,0,60,5,0,81.63636363636364,0,1
543279,0,60,12,0,56.8,0,1
543418,2,60,10,0,65.83333333333333,0,1
543428,2,60,11,1,76.81818181818181,0,0
544627,2,60,0,1,64.28571428571429,0,1
544627,2,60,0,1,64.28571428571429,0,1
545200,0,60,5,0,82.0909090909091,0,0
545247,2,60,11,0,75.0,0,1
545297,2,60,0,0,75.0,0,1
545298,2,60,5,0,74.55555555555556,0,0
545443,0,60,5,0,75.81818181818181,0,0
545521,2,60,8,1,75.0,1,1
545521,2,60,8,1,75.0,1,1
546195,2,150,3,0,55.0,1,1
546196,0,120,5,0,79.54545454545455,0,0
547266,1,60,12,0,75.0,0,1
547718,2,60,12,0,80.875,0,1
547755,2,120,10,1,55.0,0,1
547755,2,120,10,1,55.0,0,1
548197,2,60,6,0,72.54545454545455,0,0
548899,0,60,0,0,78.63636363636364,0,0
549129,1,60,12,1,84.36363636363636,0,0
549226,0,60,1,0,79.0,0,1
549445,2,75,2,0,72.45454545454545,0,0
549586,2,60,3,0,73.9090909090909,0,0
549873,0,60,5,1,62.0,0,1
549873,0,60,5,1,62.0,0,1
549918,0,60,5,0,77.27272727272727,0,1
550412,2,60,5,0,85.0909090909091,0,0
550559,0,60,5,0,79.0,0,1
550880,0,60,7,1,93.3,0,0
550941,2,120,10,1,72.6,0,0
551219,0,90,10,0,81.0,0,0
551234,2,60,3,0,81.0,0,0
551515,2,180,6,0,78.54545454545455,0,1
551515,2,180,6,0,78.54545454545455,0,1
551628,2,120,12,0,75.0,0,1
551836,2,60,4,0,78.27272727272727,1,0
552116,2,60,11,0,76.72727272727273,0,0
552177,0,60,5,0,70.0,0,1
552339,1,60,0,0,80.36363636363636,0,0
552622,2,60,11,1,80.54545454545455,0,0
552865,2,60,5,0,75.0,0,1
552883,1,120,12,0,58.0,0,1
553078,0,60,10,0,81.5,0,0
553556,2,120,11,0,75.0,0,1
553825,2,120,8,0,72.5,0,0
553856,1,60,0,0,84.54545454545455,1,0
553893,2,180,8,0,56.0,0,1
554243,2,60,9,0,81.77777777777777,0,1
554243,2,60,9,0,81.77777777777777,0,1
554314,1,120,8,0,86.85714285714286,0,1
554540,0,120,5,0,85.18181818181819,1,0
555061,2,90,3,0,68.0,0,1
555346,2,60,9,0,93.36363636363636,0,0
555614,2,60,1,1,89.0,0,0
555721,0,60,8,0,87.0909090909091,0,0
555789,2,60,7,0,75.0,0,1
556062,0,60,5,0,45.5,0,1
556089,2,60,0,0,88.2,0,0
556175,2,60,10,1,67.81818181818181,1,0
556228,0,60,1,0,84.63636363636364,1,0
556427,0,60,1,0,95.16666666666669,0,1
556592,0,60,3,0,86.9090909090909,0,0
556637,2,60,1,0,80.0,0,1
556738,2,120,0,0,75.0,0,1
556972,2,60,9,0,82.0,0,0
557652,2,120,0,0,69.36363636363636,0,1
558035,0,120,8,0,81.8,0,1
558333,2,60,8,0,85.55555555555556,0,0
558661,2,60,5,0,65.5,0,1
558755,0,60,5,0,59.0,0,1
559139,0,60,0,0,81.0,0,1
559168,1,60,1,0,80.7,1,0
559414,1,60,6,0,81.72727272727273,0,0
559584,0,60,11,0,79.1,0,0
559851,0,60,4,0,78.27272727272727,0,0
560030,2,120,3,1,54.0,0,1
560430,2,60,1,0,80.66666666666667,0,1
560490,0,210,8,0,75.0,0,1
560676,2,60,1,0,45.0,0,1
560773,0,120,8,0,91.1,0,0
560920,0,120,3,0,75.0,0,1
560920,0,120,3,0,75.0,0,1
561312,0,60,12,0,88.0,0,0
561457,2,150,4,0,75.9090909090909,0,0
561534,1,60,6,0,87.3,0,0
561549,1,60,4,0,78.33333333333333,0,1
561591,0,60,4,0,83.9090909090909,0,0
561640,0,60,0,0,87.54545454545455,0,0
561674,2,120,0,0,75.0,0,1
561674,2,120,0,0,75.0,0,1
561841,2,60,6,0,79.45454545454545,0,0
561932,1,60,12,0,75.0,1,1
562090,2,60,8,0,73.0909090909091,0,0
562270,0,120,5,0,82.72727272727273,1,0
562456,2,60,9,0,85.4,0,1
563022,2,120,12,0,75.0,0,1
563063,0,60,5,0,75.0,0,1
563174,2,60,3,0,62.5,0,1
563374,2,60,6,0,69.14285714285714,1,1
563706,0,60,7,0,76.72727272727273,0,0
563733,0,60,0,0,64.45454545454545,0,0
563735,0,60,11,0,81.18181818181819,0,0
563769,0,60,12,0,49.54545454545455,0,1
564105,0,60,9,0,87.27272727272727,0,0
564129,2,60,11,0,80.6,1,0
564144,2,60,10,0,79.4,0,0
564300,0,120,7,0,75.0,0,1
564596,0,90,12,0,68.11111111111111,0,1
564626,0,60,3,0,70.66666666666667,1,1
564791,2,120,12,0,75.0,0,1
564898,0,75,7,0,85.4,0,0
564958,0,60,8,0,71.11111111111111,0,0
564972,2,120,1,0,75.0,0,1
565035,2,120,2,0,75.0,0,1
565393,0,60,11,0,65.4,0,1
565402,2,180,8,0,65.0,0,1
565402,2,180,8,0,65.0,0,1
565513,0,120,10,0,93.27272727272728,0,0
565518,2,330,9,0,75.0,0,1
565582,2,60,10,0,74.81818181818181,0,0
565607,1,120,3,0,69.72727272727273,0,0
565819,0,120,0,0,75.0,0,1
565888,0,60,11,0,85.54545454545455,0,0
565919,2,60,6,0,79.5,0,0
566133,0,60,0,0,84.0,0,0
566339,0,60,1,0,55.111111111111114,0,0
566358,0,120,0,0,76.55555555555556,0,1
566369,0,60,11,0,80.0,0,0
566392,2,150,5,0,84.72727272727273,0,1
566415,2,60,1,0,61.142857142857146,0,0
566720,2,60,10,0,84.3,0,0
566813,0,60,0,0,81.5,0,0
567013,2,60,0,0,56.8,1,1
567059,2,120,1,0,72.44444444444444,0,1
567059,2,120,1,0,72.44444444444444,0,1
567145,2,60,4,0,75.0,0,1
567160,0,60,0,0,76.375,0,1
567363,1,90,0,0,87.72727272727273,0,0
567402,0,60,0,0,69.45454545454545,0,0
567429,2,60,1,0,88.11111111111111,0,0
567500,0,60,2,0,79.0,0,0
567627,2,120,10,0,78.0,0,0
567754,0,120,1,0,94.72727272727272,0,0
567915,0,60,8,0,52.111111111111114,0,1
567929,0,60,12,0,73.77777777777777,0,1
568074,0,120,10,0,82.33333333333333,0,0
568293,1,120,3,0,75.0,0,1
568370,0,120,11,0,83.6923076923077,0,1
568370,0,120,11,0,83.6923076923077,0,1
568502,1,120,3,0,60.81818181818182,0,0
568523,2,60,5,0,75.0,0,1
568533,2,90,5,0,79.18181818181819,0,0
568609,1,60,3,0,84.6,1,1
568775,2,60,1,0,70.8,0,1
568775,2,60,1,0,70.8,0,1
569141,2,60,10,0,78.6,0,0
569426,2,60,12,0,75.0,0,1
569854,0,60,8,0,79.18181818181819,0,0
569862,1,60,7,0,87.45454545454545,1,0
569930,0,90,12,0,84.72727272727273,0,0
570137,2,60,6,0,90.1818181818182,0,0
570157,0,60,5,0,88.9090909090909,0,0
570168,3,90,9,0,67.36363636363636,0,0
570177,2,180,2,0,75.0,0,1
570177,2,180,2,0,75.0,0,1
570271,0,120,8,0,86.0909090909091,0,0
570287,2,75,2,0,65.3,0,0
570351,0,60,8,0,84.5,1,0
570519,0,60,1,0,38.0,0,1
570759,0,60,3,0,88.36363636363636,0,0
570783,2,60,8,0,70.72727272727273,0,0
570862,2,120,9,0,75.0,0,1
570864,2,60,10,0,69.125,0,0
570970,2,105,3,0,75.0,1,1
571143,0,75,4,0,75.0,0,1
571441,1,60,6,0,84.0,0,0
571503,2,60,10,0,80.27272727272727,0,0
571516,0,60,8,0,85.0909090909091,0,0
571540,2,135,0,0,88.8,0,1
571540,2,135,0,0,88.8,0,1
571554,0,60,12,0,72.9090909090909,1,0
571601,2,60,8,0,75.0,0,1
571672,2,60,5,0,75.0,0,1
571794,0,60,1,0,75.0,0,1
571871,0,120,7,0,71.81818181818181,0,0
571885,2,60,6,0,82.375,0,0
571907,0,60,6,0,86.45454545454545,0,0
572029,2,120,5,0,75.0,0,1
572051,0,60,0,0,83.27272727272727,0,0
572054,2,60,12,0,75.0,0,1
572103,0,60,11,0,81.0909090909091,0,0
572131,0,120,9,0,59.0,0,1
572163,2,60,10,0,72.0,0,1
572173,2,120,5,0,75.0,0,1
572277,0,60,6,0,80.0,1,1
572416,0,60,3,0,64.27272727272727,0,0
572436,0,180,5,0,90.36363636363636,0,0
572447,0,60,10,0,84.85714285714286,0,0
572495,0,120,12,0,80.75,0,1
572504,0,60,12,0,83.45454545454545,0,0
572508,2,60,8,0,81.63636363636364,0,0
572514,0,60,10,0,71.0,0,1
572626,0,60,12,0,75.0,0,1
572733,0,120,5,0,82.0,0,0
572752,1,60,3,0,84.0,0,0
572765,2,60,4,0,62.0,0,0
572770,2,120,1,0,75.0,0,1
572898,0,120,10,0,88.2,0,0
572918,0,120,8,0,68.5,0,1
573043,0,60,0,0,80.0,0,0
573063,2,60,4,0,78.9090909090909,0,0
573159,0,120,11,0,85.6,0,1
573159,0,120,11,0,85.6,0,1
573208,2,60,10,0,66.8,0,0
573217,2,120,8,0,79.0,0,1
573223,0,60,9,0,75.0,1,1
573225,2,60,10,0,66.36363636363636,0,1
573275,2,60,10,0,75.0,0,1
573321,2,60,6,0,75.0,0,1
573409,0,120,12,0,75.0,0,1
573411,0,60,5,0,86.81818181818181,0,0
573431,0,60,8,0,75.0,0,1
573441,2,60,12,0,70.33333333333333,0,1
573453,2,60,8,0,71.3,0,0
573487,2,90,3,0,55.0,0,1
573519,0,60,7,0,90.45454545454544,0,0
573683,0,60,8,0,75.0,1,1
573694,0,180,10,0,78.5,0,1
573777,0,120,0,0,89.0909090909091,0,0
573821,0,60,11,0,83.18181818181819,0,0
573831,2,60,1,0,64.44444444444444,0,0
573893,1,60,0,0,76.27272727272727,0,1
573986,2,60,11,0,71.0,0,0
574051,2,120,10,0,52.666666666666664,0,1
574053,2,60,5,0,75.0,1,1
574065,0,120,2,0,92.0,0,0
574125,0,120,8,0,87.72727272727273,0,0
574146,2,60,0,0,75.0,0,1
574194,0,60,5,0,82.8,0,0
574212,0,60,6,0,87.27272727272727,0,0
574319,2,120,4,0,75.0,0,1
574320,0,60,6,0,96.0,1,0
574348,0,120,0,0,86.9,0,0
574549,2,60,6,0,81.54545454545455,0,0
574591,2,180,5,0,75.0,0,1
574674,0,60,0,0,75.0,0,1
574727,2,60,5,0,75.0,0,1
574766,0,120,11,0,77.14285714285714,0,1
574783,3,60,0,0,75.0,0,1
574810,0,60,10,0,64.0,0,1
574962,2,120,11,0,75.0,0,1
574998,2,120,0,0,75.0,0,1
575089,0,120,9,0,65.6,0,1
575100,2,120,3,0,42.666666666666664,0,1
575124,2,120,8,0,83.0,1,0
575207,2,120,0,0,75.0,1,1
575281,2,60,8,0,63.77777777777778,0,1
575290,2,120,6,0,83.4,1,0
575387,2,60,8,0,78.9090909090909,0,0
575421,0,60,3,0,75.0,0,1
575423,0,180,11,0,75.0,0,1
575480,2,60,10,0,75.0,0,1
575520,2,180,12,0,100.0,0,1
575560,0,60,0,0,82.36363636363636,0,0
575672,2,60,4,0,75.0,0,1
575794,1,60,10,0,75.0,0,1
575897,2,60,6,0,75.0,0,1
575927,1,120,1,0,87.0,0,1
575930,2,60,0,0,84.4,0,0
575982,0,60,10,0,86.5,1,1
575992,0,120,3,0,75.0,0,1
576046,0,120,12,0,75.0,0,1
576098,2,120,1,0,75.0,0,1
576158,2,120,10,0,79.7,0,0
576226,1,60,2,0,70.75,0,1
576375,2,120,5,0,85.54545454545455,0,1
576375,2,120,5,0,85.54545454545455,0,1
576524,0,60,6,0,81.875,0,1
576600,1,60,3,0,81.0,0,0
576664,0,60,4,0,75.0,0,1
576714,2,60,2,0,74.66666666666667,1,1
576882,2,150,5,0,78.0,0,1
576940,0,60,8,0,85.0,0,0
576946,0,60,2,0,77.11111111111111,0,0
576947,2,60,10,0,62.0,0,1
576981,0,60,4,0,71.42857142857143,0,0
576983,2,60,10,0,89.0,0,1
576985,2,120,7,0,75.0,0,1
576996,2,120,1,0,75.0,0,1
577007,2,60,0,0,75.0,0,1
577049,2,60,2,0,75.0,0,1
577069,1,60,3,0,83.63636363636364,0,0
577239,2,60,10,0,75.0,0,1
577256,0,120,11,0,69.8,0,0
577280,0,150,10,0,75.0,0,0
577347,2,60,2,0,67.66666666666667,0,1
577376,0,90,2,0,63.8,0,0
577449,2,60,2,0,75.0,1,1
577498,2,60,8,0,62.09090909090909,0,1
577648,2,120,5,0,62.63636363636363,0,1
577692,2,120,11,0,59.333333333333336,0,1
577695,0,120,9,0,75.0,0,1
577824,0,60,11,0,87.0,0,0
577905,2,120,9,0,49.5,0,1
577905,2,120,9,0,49.5,0,1
577915,2,60,6,0,83.72727272727273,0,0
577949,2,120,11,0,75.0,1,1
577980,0,150,8,0,57.666666666666664,0,0
577992,1,120,8,0,75.0,1,1
578030,0,120,11,0,87.81818181818181,0,0
578109,0,60,6,0,87.36363636363636,0,0
578197,2,120,11,0,78.36363636363636,0,0
578447,0,60,7,0,73.44444444444444,1,0
578520,2,60,2,0,75.0,1,1
578546,0,60,12,0,75.36363636363636,0,0
578578,0,120,1,0,84.18181818181819,0,0
578598,0,120,11,0,75.0,0,1
578676,2,60,0,0,66.36363636363636,0,1
578739,0,60,11,0,75.0,0,1
578854,1,60,10,0,80.66666666666667,0,1
578953,2,120,5,0,75.0,0,1
579046,2,60,7,0,75.0,0,1
579050,2,120,6,0,75.0,0,1
579255,2,135,10,0,70.42857142857143,0,1
579255,2,135,10,0,70.42857142857143,0,1
579256,0,60,3,0,75.0,0,1
579259,2,120,3,0,75.0,0,1
579300,2,60,7,0,75.0,0,1
579316,0,60,11,0,80.54545454545455,0,0
579448,2,120,6,0,75.0,0,1
579448,2,120,6,0,75.0,0,1
579549,0,60,5,0,65.2,0,0
579571,2,60,12,0,77.45454545454545,0,0
579575,2,75,2,0,59.0,0,0
579718,2,60,10,0,75.0,0,1
579762,1,60,1,0,77.81818181818181,0,0
580094,2,120,4,0,87.81818181818181,0,0
580328,2,60,8,0,75.0,1,1
580360,2,60,0,0,73.0,0,0
580412,2,120,4,0,77.6,0,1
580497,0,60,5,0,90.0,0,1
580540,0,120,7,0,77.9090909090909,0,0
580592,2,60,11,0,70.85714285714286,0,1
580612,2,60,4,0,64.8,0,0
580646,0,60,3,0,87.1,0,0
580654,1,120,11,0,75.0,0,1
580684,0,120,5,0,71.5,0,1
580880,0,75,2,0,73.72727272727273,1,0
580883,1,60,2,0,88.72727272727273,0,0
580960,0,120,9,0,81.36363636363636,0,0
580975,1,60,2,0,83.0,0,1
581027,2,90,10,0,75.0,0,1
581038,2,120,1,0,80.75,0,1
581305,0,60,1,0,74.9090909090909,0,1
581493,0,75,10,0,75.0,0,1
581530,0,60,6,0,65.375,0,0
581625,2,60,6,0,75.0,0,1
581657,2,60,12,0,61.375,0,0
581672,2,60,8,0,75.0,0,1
581672,2,60,8,0,75.0,0,1
582093,2,60,1,0,56.0,0,1
582123,0,60,9,0,89.45454545454545,0,0
582182,2,120,10,0,75.0,1,1
582184,2,120,5,0,77.5,0,1
582190,2,60,0,0,81.36363636363636,0,1
582218,0,120,11,0,49.2,0,1
582243,2,60,9,0,80.0,0,1
582301,2,60,10,0,72.875,0,1
582390,0,60,2,0,76.25,0,0
582394,0,75,10,0,77.54545454545455,0,0
582404,2,60,3,0,75.0,0,1
582406,0,60,10,0,71.71428571428571,0,0
582439,0,60,11,0,75.0,0,1
582443,0,60,12,0,75.0,0,1
582446,1,60,12,0,82.8,0,0
582469,1,120,3,0,75.0,1,1
582574,2,60,6,0,81.27272727272727,0,0
582578,2,60,1,0,81.9090909090909,0,0
582591,2,120,5,0,77.66666666666667,0,1
582650,0,60,3,0,86.9,0,0
582806,1,60,3,0,75.0,0,1
582833,2,60,10,0,59.81818181818182,1,1
582878,0,60,5,0,72.81818181818181,0,0
582940,2,60,7,0,72.63636363636364,0,0
582958,1,180,10,0,85.0,0,0
582975,0,60,0,0,76.0,0,0
583012,2,60,8,0,67.0,0,0
583039,0,60,1,0,79.2,0,0
583065,1,60,12,0,75.0,0,1
583113,0,120,6,0,72.9090909090909,0,1
583142,2,60,0,0,79.9,0,1
583179,2,60,3,0,75.0,0,1
583179,2,60,3,0,75.0,0,1
583191,0,60,3,0,74.3,0,0
583235,2,60,0,0,75.0,0,1
583301,2,120,8,0,75.0,0,1
583333,0,60,3,0,75.0,0,1
583367,0,60,12,0,75.0,0,1
583429,1,90,0,0,75.0,1,1
583433,1,60,6,0,88.9090909090909,0,0
583459,2,120,7,0,84.9,0,0
583473,2,120,8,0,69.0,1,0
583534,0,60,5,0,75.0,0,1
583598,2,60,11,0,67.0,0,1
583609,2,90,0,0,89.72727272727273,0,0
583645,0,90,1,0,89.4,0,0
583708,0,60,0,0,83.36363636363636,0,0
583832,2,60,0,0,75.0,0,1
583964,2,60,3,0,67.36363636363636,0,0
583977,0,60,6,0,57.90909090909091,1,1
584042,2,120,9,0,60.0,0,0
584178,0,60,12,0,80.45454545454545,0,0
584238,2,60,11,0,59.0,0,1
584325,2,60,10,0,68.25,0,1
584342,2,60,11,0,75.0,0,1
584374,2,60,0,0,75.0,0,1
584534,2,120,3,0,75.0,0,1
584580,2,60,2,0,53.5,0,0
584588,2,60,5,0,75.0,0,1
584611,0,120,1,0,62.0,0,1
584676,0,120,8,0,75.0,0,1
584735,0,60,10,0,70.5,1,1
584762,2,120,0,0,85.0,0,1
584762,2,120,0,0,85.0,0,1
584766,0,120,9,0,88.9,0,0
584813,0,60,7,0,88.45454545454545,1,0
584892,2,60,11,0,75.0,0,1
585004,2,120,4,0,75.0,0,1
585074,2,60,3,0,30.2,0,1
585074,2,60,3,0,30.2,0,1
585170,2,60,11,0,79.81818181818181,1,0
585200,2,60,7,0,87.9090909090909,0,0
585355,2,60,0,0,75.0,0,1
585406,2,60,6,0,75.33333333333333,0,0
585459,2,60,7,0,75.0,0,1
585611,1,60,6,0,78.18181818181819,0,0
585618,2,60,11,0,75.0,0,1
585644,2,120,0,0,84.22222222222223,1,0
585652,2,60,8,0,78.88888888888889,1,0
585693,2,60,7,0,87.63636363636364,0,0
585764,2,60,1,0,75.0,0,1
585779,2,60,1,0,79.18181818181819,0,0
585790,1,120,7,0,75.0,0,1
585816,2,120,7,0,64.28571428571429,0,1
585915,0,60,9,0,75.0,0,1
585963,0,60,1,0,74.5,0,1
585963,0,60,1,0,74.5,0,1
586072,2,60,10,0,68.0,0,1
586078,0,60,9,0,59.5,0,0
586145,0,60,1,0,75.57142857142857,0,1
586165,0,120,1,0,81.7,0,1
586393,2,60,8,0,75.0,0,1
586407,2,90,9,0,75.0,0,1
586416,1,60,2,0,73.18181818181819,0,0
586440,2,60,3,0,74.9090909090909,0,0
586450,1,60,8,0,75.0,0,1
586490,2,120,9,0,36.0,0,1
586516,0,60,7,0,86.42857142857143,0,1
586516,0,60,7,0,86.42857142857143,0,1
586535,2,120,8,0,79.0909090909091,0,0
586720,2,120,3,0,65.0,1,1
586742,0,120,7,0,80.0909090909091,0,0
586836,2,60,11,0,56.5,0,1
586854,0,120,7,0,75.0,0,1
586890,0,60,4,0,75.0,0,1
586928,2,120,11,0,76.0,0,1
586975,0,120,0,0,75.0,0,1
586996,0,60,10,0,88.72727272727273,0,0
587051,2,60,1,0,78.0,0,1
587071,2,120,0,0,75.0,0,1
587120,2,180,0,0,75.0,0,1
587155,2,120,5,0,75.0,0,1
587194,2,60,8,0,71.9,0,1
587219,0,60,9,0,76.66666666666667,0,1
587223,0,60,9,0,82.81818181818181,0,0
587285,2,120,3,0,75.0,0,1
587297,0,120,4,0,89.6,0,0
587349,2,120,1,0,75.0,0,1
587409,0,120,10,0,67.6,0,0
587418,0,60,5,0,85.0909090909091,0,0
587423,0,180,12,0,85.18181818181819,0,0
587623,2,60,9,0,75.0,0,1
587665,2,120,9,0,75.0,0,1
587722,4,60,6,0,89.45454545454545,1,0
587732,0,60,12,0,70.81818181818181,0,0
587754,0,60,8,0,74.45454545454545,0,0
587810,2,120,10,0,88.0909090909091,0,0
587838,2,60,2,0,78.0,0,1
587923,2,120,6,0,71.8,0,0
587961,2,60,12,0,35.833333333333336,0,1
587985,2,120,3,0,85.36363636363636,0,0
588117,0,60,7,0,85.27272727272727,0,0
588191,2,60,12,0,75.0,0,1
588205,2,60,3,0,75.0,0,1
588252,2,60,11,0,75.0,0,1
588265,2,60,1,0,76.0,0,0
588321,2,60,0,0,66.85714285714286,0,1
588432,0,60,9,0,65.0,0,1
588445,2,120,0,0,75.0,0,1
588504,2,120,5,0,75.0,0,1
588642,0,120,3,0,77.45454545454545,0,0
588685,1,120,6,0,74.5,0,1
588685,1,120,6,0,74.5,0,1
588691,2,120,1,0,75.0,0,1
588713,2,60,6,0,75.0,0,1
588883,0,60,9,0,89.45454545454545,0,0
588910,1,60,10,0,92.27272727272728,0,0
588969,0,180,7,0,75.0,0,1
589067,2,60,9,0,71.36363636363636,0,0
589123,1,120,9,0,80.27272727272727,0,0
589154,1,60,0,0,49.0,0,1
589216,0,180,2,0,75.0,1,1
589234,0,120,7,0,75.0,0,1
589239,2,120,12,0,75.0,0,1
589302,0,60,10,0,86.63636363636364,0,0
589411,0,60,12,0,84.36363636363636,0,0
589508,1,60,7,0,93.8181818181818,0,0
589509,1,90,6,0,79.33333333333333,0,0
589580,1,60,6,0,75.0,0,1
589903,0,60,11,0,90.45454545454544,0,0
589950,2,60,10,0,61.45454545454545,0,0
590107,2,120,3,0,58.0,0,1
590244,1,60,6,0,75.0,0,1
590305,1,60,12,0,75.0,0,1
590308,0,120,1,0,74.5,0,1
590310,2,180,1,0,75.0,0,1
590325,2,60,6,0,82.0909090909091,0,0
590360,2,60,2,0,60.166666666666664,0,1
590362,0,60,6,0,81.9090909090909,0,0
590365,1,60,6,0,85.33333333333333,0,1
590372,1,120,4,0,79.0,0,0
590478,2,60,1,0,75.0,0,1
590502,3,60,10,0,74.75,0,1
590625,2,60,10,0,72.4,0,0
590667,0,60,11,0,83.4,0,0
590668,2,60,12,0,63.666666666666664,0,1
590668,2,60,12,0,63.666666666666664,0,1
590713,2,60,1,0,75.0,0,1
590812,2,120,10,0,54.0,0,1
590812,2,120,10,0,54.0,0,1
590867,0,90,3,0,0.0,1,1
590867,0,90,3,0,0.0,1,1
590923,2,60,5,0,78.66666666666667,0,1
590931,0,120,2,0,80.77777777777777,0,0
590994,2,60,6,0,84.45454545454545,0,0
591223,1,120,6,0,81.63636363636364,0,0
591273,0,60,10,0,75.8,1,0
591299,0,60,10,0,83.72727272727273,0,0
591410,2,60,12,0,59.375,0,1
